,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2147,0.783,0.854,4,-6.79,0,0.0868,0.127,0.000125,0.0801,0.391,148.993,audio_features,7tGgs42Zgx5OkcYQ73gSYP,spotify:track:7tGgs42Zgx5OkcYQ73gSYP,https://api.spotify.com/v1/tracks/7tGgs42Zgx5OkcYQ73gSYP,https://api.spotify.com/v1/audio-analysis/7tGgs42Zgx5OkcYQ73gSYP,115973,4
2148,0.624,0.957,1,-2.874,0,0.0662,0.0658,0.0,0.258,0.624,155.007,audio_features,7rmjQ5O5yNvaaDmwpCvzhi,spotify:track:7rmjQ5O5yNvaaDmwpCvzhi,https://api.spotify.com/v1/tracks/7rmjQ5O5yNvaaDmwpCvzhi,https://api.spotify.com/v1/audio-analysis/7rmjQ5O5yNvaaDmwpCvzhi,115355,4
2149,0.676,0.998,7,-3.0,1,0.0875,0.00133,0.00508,0.395,0.193,139.95,audio_features,1TDnulaqKuGIA0eA4APlwT,spotify:track:1TDnulaqKuGIA0eA4APlwT,https://api.spotify.com/v1/tracks/1TDnulaqKuGIA0eA4APlwT,https://api.spotify.com/v1/audio-analysis/1TDnulaqKuGIA0eA4APlwT,214286,4
2150,0.583,0.963,7,-3.803,1,0.128,0.000716,0.338,0.13,0.266,160.035,audio_features,1TI5H8DvW3eeDECpofNwts,spotify:track:1TI5H8DvW3eeDECpofNwts,https://api.spotify.com/v1/tracks/1TI5H8DvW3eeDECpofNwts,https://api.spotify.com/v1/audio-analysis/1TI5H8DvW3eeDECpofNwts,246000,4
2151,0.711,0.905,0,-3.938,1,0.0738,0.000151,0.0106,0.371,0.772,145.003,audio_features,1yH6MYyqNcjJd38O6W9kGx,spotify:track:1yH6MYyqNcjJd38O6W9kGx,https://api.spotify.com/v1/tracks/1yH6MYyqNcjJd38O6W9kGx,https://api.spotify.com/v1/audio-analysis/1yH6MYyqNcjJd38O6W9kGx,123310,4
2152,0.526,0.981,1,0.691,1,0.112,0.0995,0.000304,0.396,0.872,165.012,audio_features,2cMwo7ZajYAd0NxNire01U,spotify:track:2cMwo7ZajYAd0NxNire01U,https://api.spotify.com/v1/tracks/2cMwo7ZajYAd0NxNire01U,https://api.spotify.com/v1/audio-analysis/2cMwo7ZajYAd0NxNire01U,134909,4
2153,0.545,0.969,7,-3.033,1,0.117,0.00306,0.0119,0.114,0.47,149.936,audio_features,4CSwWe13HWcgXZCDkqmTQg,spotify:track:4CSwWe13HWcgXZCDkqmTQg,https://api.spotify.com/v1/tracks/4CSwWe13HWcgXZCDkqmTQg,https://api.spotify.com/v1/audio-analysis/4CSwWe13HWcgXZCDkqmTQg,174000,4
2155,0.69,0.982,2,-6.019,1,0.223,0.00961,0.236,0.0664,0.325,74.981,audio_features,3GPgfgcnuPV6U5O7V8NrgA,spotify:track:3GPgfgcnuPV6U5O7V8NrgA,https://api.spotify.com/v1/tracks/3GPgfgcnuPV6U5O7V8NrgA,https://api.spotify.com/v1/audio-analysis/3GPgfgcnuPV6U5O7V8NrgA,200392,4
2156,0.683,0.913,6,-3.881,1,0.3,0.00256,0.0,0.293,0.62,149.938,audio_features,6A7I8tYAuOFBAQ4FRJZjof,spotify:track:6A7I8tYAuOFBAQ4FRJZjof,https://api.spotify.com/v1/tracks/6A7I8tYAuOFBAQ4FRJZjof,https://api.spotify.com/v1/audio-analysis/6A7I8tYAuOFBAQ4FRJZjof,129600,4
2157,0.694,0.884,0,-4.011,1,0.345,0.000741,0.00109,0.748,0.599,150.201,audio_features,4hR72fJn7Bs6t8DscHVogu,spotify:track:4hR72fJn7Bs6t8DscHVogu,https://api.spotify.com/v1/tracks/4hR72fJn7Bs6t8DscHVogu,https://api.spotify.com/v1/audio-analysis/4hR72fJn7Bs6t8DscHVogu,117400,4
2158,0.451,0.907,9,-5.342,1,0.171,0.000813,2.59e-06,0.356,0.211,170.152,audio_features,2SqCxbiL0ClhKZgIQxAgK0,spotify:track:2SqCxbiL0ClhKZgIQxAgK0,https://api.spotify.com/v1/tracks/2SqCxbiL0ClhKZgIQxAgK0,https://api.spotify.com/v1/audio-analysis/2SqCxbiL0ClhKZgIQxAgK0,148412,4
2159,0.655,0.993,1,-4.06,1,0.0626,0.0139,0.0104,0.0485,0.856,155.013,audio_features,1zDEqfn9JO5rLvNCTjw8gS,spotify:track:1zDEqfn9JO5rLvNCTjw8gS,https://api.spotify.com/v1/tracks/1zDEqfn9JO5rLvNCTjw8gS,https://api.spotify.com/v1/audio-analysis/1zDEqfn9JO5rLvNCTjw8gS,140983,4
2160,0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,audio_features,09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt,https://api.spotify.com/v1/audio-analysis/09CnYHiZ5jGT1wr1TXJ9Zt,140000,4
2161,0.59,0.986,6,-1.83,1,0.42,0.0137,0.0,0.0384,0.402,159.945,audio_features,5nJ7X2ipu3JSwltuw4rZrl,spotify:track:5nJ7X2ipu3JSwltuw4rZrl,https://api.spotify.com/v1/tracks/5nJ7X2ipu3JSwltuw4rZrl,https://api.spotify.com/v1/audio-analysis/5nJ7X2ipu3JSwltuw4rZrl,190875,4
2162,0.576,0.967,5,-1.799,0,0.314,0.00765,0.000336,0.332,0.501,150.003,audio_features,0D7UiMJEbI0pezVQ8yVIln,spotify:track:0D7UiMJEbI0pezVQ8yVIln,https://api.spotify.com/v1/tracks/0D7UiMJEbI0pezVQ8yVIln,https://api.spotify.com/v1/audio-analysis/0D7UiMJEbI0pezVQ8yVIln,135200,4
2163,0.697,0.858,1,-5.856,1,0.0431,0.0706,0.259,0.161,0.417,149.051,audio_features,5qUUtTNCP3Gr8jqqjP9zMt,spotify:track:5qUUtTNCP3Gr8jqqjP9zMt,https://api.spotify.com/v1/tracks/5qUUtTNCP3Gr8jqqjP9zMt,https://api.spotify.com/v1/audio-analysis/5qUUtTNCP3Gr8jqqjP9zMt,140134,4
2164,0.519,0.773,6,-6.856,0,0.0567,0.0275,0.00254,0.103,0.281,141.922,audio_features,7eJM35OWrcSG6guQoPAFb2,spotify:track:7eJM35OWrcSG6guQoPAFb2,https://api.spotify.com/v1/tracks/7eJM35OWrcSG6guQoPAFb2,https://api.spotify.com/v1/audio-analysis/7eJM35OWrcSG6guQoPAFb2,166488,4
2165,0.607,0.913,1,-4.996,0,0.0927,0.0175,0.0,0.657,0.66,149.9,audio_features,6iiuptMVWpmNG8xcbp4h7l,spotify:track:6iiuptMVWpmNG8xcbp4h7l,https://api.spotify.com/v1/tracks/6iiuptMVWpmNG8xcbp4h7l,https://api.spotify.com/v1/audio-analysis/6iiuptMVWpmNG8xcbp4h7l,136400,1
2166,0.567,0.857,5,-5.318,1,0.0382,0.000683,0.0323,0.188,0.178,155.0,audio_features,3J4aSNtgCcqP8Woqps1twE,spotify:track:3J4aSNtgCcqP8Woqps1twE,https://api.spotify.com/v1/tracks/3J4aSNtgCcqP8Woqps1twE,https://api.spotify.com/v1/audio-analysis/3J4aSNtgCcqP8Woqps1twE,107613,4
2167,0.63,0.849,1,-4.726,1,0.152,0.0518,5.22e-06,0.301,0.54,154.985,audio_features,2kL4T9w3fGmSMUbvqmgjwH,spotify:track:2kL4T9w3fGmSMUbvqmgjwH,https://api.spotify.com/v1/tracks/2kL4T9w3fGmSMUbvqmgjwH,https://api.spotify.com/v1/audio-analysis/2kL4T9w3fGmSMUbvqmgjwH,127000,4
2168,0.622,0.869,0,-5.003,1,0.0362,0.00213,0.0107,0.36,0.615,150.057,audio_features,06bo3c4CMQnPqcOQvAQK8N,spotify:track:06bo3c4CMQnPqcOQvAQK8N,https://api.spotify.com/v1/tracks/06bo3c4CMQnPqcOQvAQK8N,https://api.spotify.com/v1/audio-analysis/06bo3c4CMQnPqcOQvAQK8N,138600,4
2169,0.601,0.923,11,-1.532,1,0.238,0.184,0.000432,0.181,0.568,140.347,audio_features,2Y8wN6qupoqFD6Q6YMu2sM,spotify:track:2Y8wN6qupoqFD6Q6YMu2sM,https://api.spotify.com/v1/tracks/2Y8wN6qupoqFD6Q6YMu2sM,https://api.spotify.com/v1/audio-analysis/2Y8wN6qupoqFD6Q6YMu2sM,155143,4
2170,0.688,0.942,6,-1.84,1,0.118,0.0567,1.68e-06,0.179,0.395,139.006,audio_features,4OfRR04j6xSWuIA5A294w7,spotify:track:4OfRR04j6xSWuIA5A294w7,https://api.spotify.com/v1/tracks/4OfRR04j6xSWuIA5A294w7,https://api.spotify.com/v1/audio-analysis/4OfRR04j6xSWuIA5A294w7,148489,4
2171,0.551,0.852,11,-5.525,0,0.0982,0.00474,1.67e-05,0.181,0.258,149.908,audio_features,2n6CWhSau2aWNA79BjZhsv,spotify:track:2n6CWhSau2aWNA79BjZhsv,https://api.spotify.com/v1/tracks/2n6CWhSau2aWNA79BjZhsv,https://api.spotify.com/v1/audio-analysis/2n6CWhSau2aWNA79BjZhsv,153600,4
2172,0.704,0.951,6,-4.331,1,0.375,0.00927,0.00331,0.151,0.784,155.052,audio_features,7miuCDk9DUJotRw7m9ZJx9,spotify:track:7miuCDk9DUJotRw7m9ZJx9,https://api.spotify.com/v1/tracks/7miuCDk9DUJotRw7m9ZJx9,https://api.spotify.com/v1/audio-analysis/7miuCDk9DUJotRw7m9ZJx9,134710,4
2173,0.55,0.961,6,-4.882,1,0.0561,0.00132,0.00935,0.0822,0.76,159.945,audio_features,0uBv4bL8QWW4Pr7mrOROTK,spotify:track:0uBv4bL8QWW4Pr7mrOROTK,https://api.spotify.com/v1/tracks/0uBv4bL8QWW4Pr7mrOROTK,https://api.spotify.com/v1/audio-analysis/0uBv4bL8QWW4Pr7mrOROTK,142000,4
2174,0.519,0.954,0,-4.933,1,0.281,0.0129,2.38e-06,0.318,0.663,75.618,audio_features,4vWVhkA3J2p93gUisQSv1I,spotify:track:4vWVhkA3J2p93gUisQSv1I,https://api.spotify.com/v1/tracks/4vWVhkA3J2p93gUisQSv1I,https://api.spotify.com/v1/audio-analysis/4vWVhkA3J2p93gUisQSv1I,134067,4
2175,0.612,0.909,10,-4.008,1,0.0758,0.00772,0.000297,0.272,0.733,150.078,audio_features,2qMHJo8aBUk5b94SAQPVO2,spotify:track:2qMHJo8aBUk5b94SAQPVO2,https://api.spotify.com/v1/tracks/2qMHJo8aBUk5b94SAQPVO2,https://api.spotify.com/v1/audio-analysis/2qMHJo8aBUk5b94SAQPVO2,128800,4
2176,0.729,0.98,2,-4.411,1,0.0792,0.0364,1.65e-05,0.188,0.777,146.995,audio_features,0MKcBRWT0GLwxaYSuvJ6WU,spotify:track:0MKcBRWT0GLwxaYSuvJ6WU,https://api.spotify.com/v1/tracks/0MKcBRWT0GLwxaYSuvJ6WU,https://api.spotify.com/v1/audio-analysis/0MKcBRWT0GLwxaYSuvJ6WU,135510,4
2177,0.744,0.994,2,-3.801,1,0.245,0.0555,1.25e-05,0.0896,0.68,150.008,audio_features,4AFUJqkV3dI8gHCfPZ8adU,spotify:track:4AFUJqkV3dI8gHCfPZ8adU,https://api.spotify.com/v1/tracks/4AFUJqkV3dI8gHCfPZ8adU,https://api.spotify.com/v1/audio-analysis/4AFUJqkV3dI8gHCfPZ8adU,137600,4
2178,0.716,0.958,0,-3.542,1,0.0582,0.0066,0.000872,0.366,0.525,145.024,audio_features,7c1iq9xBwBvdsxAgBFWype,spotify:track:7c1iq9xBwBvdsxAgBFWype,https://api.spotify.com/v1/tracks/7c1iq9xBwBvdsxAgBFWype,https://api.spotify.com/v1/audio-analysis/7c1iq9xBwBvdsxAgBFWype,160552,4
2179,0.739,0.958,3,-2.702,0,0.258,0.00318,0.00412,0.286,0.896,148.128,audio_features,0otKizwfwYXf9P583LBaNG,spotify:track:0otKizwfwYXf9P583LBaNG,https://api.spotify.com/v1/tracks/0otKizwfwYXf9P583LBaNG,https://api.spotify.com/v1/audio-analysis/0otKizwfwYXf9P583LBaNG,188919,4
2180,0.785,0.988,1,-3.102,1,0.192,0.06,9.44e-05,0.105,0.394,140.102,audio_features,0TIolLrYZlNuRFGBs28CLv,spotify:track:0TIolLrYZlNuRFGBs28CLv,https://api.spotify.com/v1/tracks/0TIolLrYZlNuRFGBs28CLv,https://api.spotify.com/v1/audio-analysis/0TIolLrYZlNuRFGBs28CLv,172286,4
2181,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
2182,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4
2183,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
2184,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4Dvkj6JhhA12EX05fT7y2e,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4
2185,0.76,0.478,2,-5.574,1,0.0467,0.552,0.0,0.0703,0.913,89.908,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
2186,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,audio_features,5aAx2yezTd8zXrkmtKl66Z,spotify:track:5aAx2yezTd8zXrkmtKl66Z,https://api.spotify.com/v1/tracks/5aAx2yezTd8zXrkmtKl66Z,https://api.spotify.com/v1/audio-analysis/5aAx2yezTd8zXrkmtKl66Z,230453,4
2187,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,audio_features,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,173987,4
2188,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,141806,4
2190,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347,4
2191,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,6CDzDgIUqeDY5g8ujExx2f,spotify:track:6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/tracks/6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/audio-analysis/6CDzDgIUqeDY5g8ujExx2f,238805,4
2192,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,audio_features,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/tracks/2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/audio-analysis/2XU0oxnq2qxCpomAAuJY8K,209438,4
2193,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3
2194,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,audio_features,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,218320,4
2195,0.539,0.887,11,-4.27,0,0.0414,0.00173,2.92e-05,0.194,0.192,95.983,audio_features,5G4uNOOs5ZyVicj6vHl6KY,spotify:track:5G4uNOOs5ZyVicj6vHl6KY,https://api.spotify.com/v1/tracks/5G4uNOOs5ZyVicj6vHl6KY,https://api.spotify.com/v1/audio-analysis/5G4uNOOs5ZyVicj6vHl6KY,142409,4
2196,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4
2197,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
2198,0.396,0.905,8,-6.436,1,0.0738,0.000202,0.191,0.097,0.598,160.003,audio_features,2NQzj8czPzUw9ufCOvAT8W,spotify:track:2NQzj8czPzUw9ufCOvAT8W,https://api.spotify.com/v1/tracks/2NQzj8czPzUw9ufCOvAT8W,https://api.spotify.com/v1/audio-analysis/2NQzj8czPzUw9ufCOvAT8W,266359,4
2199,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
2200,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
2201,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,0TK2YIli7K1leLovkQiNik,spotify:track:0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,190960,4
2202,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4
2203,0.586,0.587,2,-6.859,1,0.0407,0.0825,1.53e-06,0.246,0.699,93.773,audio_features,6EIsrLeTHnX1fNU2Ci36RL,spotify:track:6EIsrLeTHnX1fNU2Ci36RL,https://api.spotify.com/v1/tracks/6EIsrLeTHnX1fNU2Ci36RL,https://api.spotify.com/v1/audio-analysis/6EIsrLeTHnX1fNU2Ci36RL,171374,4
2204,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4
2205,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,audio_features,3PfIrDoz19wz7qK7tYeu62,spotify:track:3PfIrDoz19wz7qK7tYeu62,https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62,https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62,183290,4
2206,0.456,0.67,7,-5.212,1,0.0574,0.588,0.0,0.116,0.405,128.632,audio_features,2EiGECydkS2M8OCcRHQZhT,spotify:track:2EiGECydkS2M8OCcRHQZhT,https://api.spotify.com/v1/tracks/2EiGECydkS2M8OCcRHQZhT,https://api.spotify.com/v1/audio-analysis/2EiGECydkS2M8OCcRHQZhT,241688,4
2207,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4
2208,0.662,0.71,1,-4.945,0,0.0364,0.0603,0.0,0.119,0.465,121.979,audio_features,5edBgVtRD0fvWk140Sl21T,spotify:track:5edBgVtRD0fvWk140Sl21T,https://api.spotify.com/v1/tracks/5edBgVtRD0fvWk140Sl21T,https://api.spotify.com/v1/audio-analysis/5edBgVtRD0fvWk140Sl21T,257267,4
2209,0.707,0.907,10,-4.069,1,0.0418,0.244,0.0,0.112,0.869,125.04,audio_features,1Bk4mFK1shZUoHfYJMwqWp,spotify:track:1Bk4mFK1shZUoHfYJMwqWp,https://api.spotify.com/v1/tracks/1Bk4mFK1shZUoHfYJMwqWp,https://api.spotify.com/v1/audio-analysis/1Bk4mFK1shZUoHfYJMwqWp,173667,4
2210,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
2211,0.751,0.855,7,-3.737,0,0.0626,0.106,0.0,0.206,0.657,93.996,audio_features,6krwVrqihThMtvID5LlaYj,spotify:track:6krwVrqihThMtvID5LlaYj,https://api.spotify.com/v1/tracks/6krwVrqihThMtvID5LlaYj,https://api.spotify.com/v1/audio-analysis/6krwVrqihThMtvID5LlaYj,179985,4
2212,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4
2213,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4
2214,0.734,0.373,11,-10.301,1,0.0491,0.451,0.000485,0.431,0.595,109.069,audio_features,2snvV5XQw30jstCYlr1W5o,spotify:track:2snvV5XQw30jstCYlr1W5o,https://api.spotify.com/v1/tracks/2snvV5XQw30jstCYlr1W5o,https://api.spotify.com/v1/audio-analysis/2snvV5XQw30jstCYlr1W5o,183373,4
2215,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,audio_features,6T8cJz5lAqGer9GUHGyelE,spotify:track:6T8cJz5lAqGer9GUHGyelE,https://api.spotify.com/v1/tracks/6T8cJz5lAqGer9GUHGyelE,https://api.spotify.com/v1/audio-analysis/6T8cJz5lAqGer9GUHGyelE,198960,4
2216,0.411,0.404,0,-9.928,0,0.0511,0.271,0.0,0.3,0.226,71.068,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4
2217,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
2218,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4
2219,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4
2220,0.549,0.751,8,-9.783,1,0.0389,0.0723,0.00886,0.155,0.281,80.023,audio_features,4BrtbcDX9IJLo4EiwVejcA,spotify:track:4BrtbcDX9IJLo4EiwVejcA,https://api.spotify.com/v1/tracks/4BrtbcDX9IJLo4EiwVejcA,https://api.spotify.com/v1/audio-analysis/4BrtbcDX9IJLo4EiwVejcA,282000,4
2222,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
2223,0.577,0.385,7,-6.362,1,0.03,0.371,0.0,0.231,0.331,95.82,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
